城市,方式,楼盘名称,户型,城市地区,区内地段,面积,朝向,标签,价格,楼层类型,楼层数,封面图,品牌,详情链接
湛江,整租,万达广场,1室0厅1卫,霞山区,万达片区,48.92㎡,东,,600元/月,高楼层,45层,"https://image1.ljcdn.com/110000-inspection/bf13bb7d-01bb-4c2f-847e-4d6b47510899.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1802615844363042816.html
湛江,整租,恒大外滩花园,1室0厅1卫,赤坎区,调顺片区,48.00㎡,东南,精装,1400元/月,高楼层,19层,"https://image1.ljcdn.com/110000-inspection/6b0c1d72-05f3-48a9-b030-cb26f47bc0f3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1807605806535802880.html
湛江,整租,新春大楼,3室1厅1卫,赤坎区,北桥片区,87.00㎡,北,精装,1000元/月,中楼层,8层,"https://image1.ljcdn.com/110000-inspection/1fda1915-665b-408d-82a5-c02f00dbc578.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1805874511644459008.html
湛江,整租,锦绣华景一二期,3室2厅1卫,霞山区,城市假日片区,129.00㎡,南,精装,2300元/月,高楼层,7层,"https://image1.ljcdn.com/110000-inspection/f1ff407518d2c634ea4bed77281ac95c-086.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1799742005186658304.html
湛江,整租,瑞云雅轩,3室2厅2卫,麻章区,麻章区,96.00㎡,北,精装 双卫生间 随时看房,1800元/月,高楼层,28层,"https://image1.ljcdn.com/110000-inspection/pc1_J63QKj4VB_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1804804806477348864.html
湛江,整租,威格商务大厦,1室0厅0卫,霞山区,城市美林片区,70.81㎡,南,,3200元/月,中楼层,23层,"https://image1.ljcdn.com/110000-inspection/pc1_3DHkYYjpu_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1805553201810767872.html
湛江,整租,明兴居,4室2厅1卫,霞山区,工农片区,112.00㎡,南,精装,1100元/月,高楼层,10层,"https://image1.ljcdn.com/110000-inspection/pc1_0ABRsUFzt_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1805933816607408128.html
湛江,整租,万象金沙湾广场,4室2厅2卫,赤坎区,金沙湾片区,240.00㎡,南,精装 双卫生间,12000元/月,低楼层,28层,"https://image1.ljcdn.com/110000-inspection/3aa8ca7e-d807-45ca-8ff4-35e484793e9d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1807692462605467648.html
湛江,整租,沿江華庭,3室2厅1卫,赤坎区,金城片区,105.00㎡,东,精装,2200元/月,低楼层,28层,"https://image1.ljcdn.com/110000-inspection/9ae255da-4dff-4018-bc29-80e75d9805e2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1798939849617571840.html
湛江,整租,海昌小区,3室1厅1卫,霞山区,海滨片区,86.00㎡,东南,精装,1600元/月,低楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_CnwijifCc_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1800825057757364224.html
湛江,整租,远东广场三期（海逸华轩）,3室2厅1卫,霞山区,城市假日片区,103.00㎡,东,精装 随时看房,1600元/月,高楼层,9层,"https://image1.ljcdn.com/440800-inspection/pc1_uc0XO72Ss_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1795395620589010944.html
湛江,整租,人和春天花园,3室1厅2卫,霞山区,三帆片区,105.00㎡,东南,新上 双卫生间 随时看房,2800元/月,高楼层,23层,"https://image1.ljcdn.com/110000-inspection/pc1_dbJdYaUuP_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127963414302031872.html
湛江,整租,保利,4室2厅2卫,霞山区,工农片区,120.00㎡,南,新上 精装 双卫生间,3500元/月,低楼层,33层,"https://image1.ljcdn.com/110000-inspection/658241b5-0edf-4e61-9366-70b0421dff7d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127685172642971648.html
湛江,整租,海港小区北区,2室2厅1卫,霞山区,工农片区,82.00㎡,北,精装,1280元/月,低楼层,22层,"https://image1.ljcdn.com/110000-inspection/447894d4-3aed-402d-a0b0-aa07f0f29d3d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2126871736442945536.html
湛江,整租,城市高地,5室2厅2卫,霞山区,三帆片区,146.00㎡,东南,新上 精装 双卫生间,4000元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_eB80WEgQk_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128765716843724800.html
湛江,整租,荣基尚学花园,3室2厅1卫,霞山区,三帆片区,75.80㎡,南,新上 精装,2700元/月,高楼层,31层,"https://image1.ljcdn.com/110000-inspection/pc1_v5uHFfZnU.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128670196016087040.html
湛江,整租,泰汇广场,1室1厅1卫,霞山区,工农片区,50.00㎡,南,新上 精装,1200元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/3fe60246-117c-4ebf-ab01-07509c4a056b.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128775643230371840.html
湛江,整租,时代誉峰,4室2厅1卫,霞山区,三帆片区,110.00㎡,东南,新上,3000元/月,中楼层,27层,"https://image1.ljcdn.com/110000-inspection/8254e324-1e30-44f9-b3f9-38727081a5d6.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127388513824407552.html
湛江,整租,海滨西一路15号,3室1厅1卫,霞山区,七小片区,88.00㎡,西,,1000元/月,中楼层,6层,"https://image1.ljcdn.com/110000-inspection/0251613b-50f7-48ea-8d50-06ca5bacf5f4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2060915319685251072.html
湛江,整租,湛江市第二人民医院住宅区,2室1厅1卫,霞山区,七小片区,59.37㎡,东,新上 精装,1200元/月,中楼层,5层,"https://image1.ljcdn.com/110000-inspection/eb4e81b6-5ace-43fc-9cb8-78c4a7a16531.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128676302364868608.html
湛江,整租,中海金地未来城,4室2厅2卫,霞山区,北站片区,95.00㎡,北,精装 双卫生间,2500元/月,中楼层,18层,"https://image1.ljcdn.com/110000-inspection/b421a05c-65d9-43cf-b2d6-d2d83c8ff127.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2111838419045842944.html
湛江,整租,华都汇,2室2厅1卫,霞山区,华都汇片区,90.00㎡,东南,新上 精装,2400元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/4f6aa8b376a6ef99256503db20e41e2e-070.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127439940143808512.html
湛江,整租,创新路131号,2室1厅1卫,霞山区,东风片区,86.46㎡,东,随时看房,450元/月,高楼层,8层,"https://image1.ljcdn.com/110000-inspection/pc1_bLDh1o9uO_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2064575294647304192.html
湛江,整租,乐宾路9号,3室2厅1卫,霞山区,华都汇片区,110.00㎡,东,精装,1800元/月,高楼层,9层,"https://image1.ljcdn.com/110000-inspection/b4a018d0-d090-4fc0-b243-59a906bea72b.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2091765191652933632.html
湛江,整租,广弘天誉澜湾；广弘天誉双玺,1室1厅2卫,霞山区,华都汇片区,55.00㎡,东南,新上 精装 双卫生间,2800元/月,中楼层,20层,"https://image1.ljcdn.com/110000-inspection/c958ba57-418b-4a72-8d83-76faefdd5571.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128055436178358272.html
湛江,整租,银隆广场,4室1厅1卫,霞山区,华都汇片区,208.94㎡,南,新上 精装,8356元/月,中楼层,28层,"https://image1.ljcdn.com/110000-inspection/c8b3ec51-8428-4523-a10d-fe8a300f2bf4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127264238484324352.html
湛江,整租,湛江造船厂宿舍,3室1厅1卫,霞山区,东风片区,79.00㎡,东,精装,600元/月,高楼层,8层,"https://image1.ljcdn.com/110000-inspection/pc1_FAv9DKqv9_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1813407890698928128.html
湛江,整租,皇冠城,3室2厅2卫,霞山区,华都汇片区,112.00㎡,东南,精装 双卫生间,2500元/月,中楼层,42层,"https://image1.ljcdn.com/110000-inspection/6ba9318c594f9020043b08310487e455-036.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2099362195639894016.html
湛江,整租,保利原嘉花园,3室2厅2卫,霞山区,东风片区,100.00㎡,东,新上 精装 双卫生间 随时看房,3000元/月,高楼层,33层,"https://image1.ljcdn.com/110000-inspection/1f4977e1-3889-458e-8a4f-39a24daa998a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127767707297251328.html
湛江,整租,广东省地质局第四地质大队宿舍,3室2厅1卫,赤坎区,京基片区,125.00㎡,东,精装 随时看房,1200元/月,中楼层,8层,"https://image1.ljcdn.com/110000-inspection/bb85a9f9-3fa1-4447-96e5-7c7a4968fcd9.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2124098149189419008.html
湛江,整租,德兴花园,3室2厅1卫,赤坎区,京基片区,105.00㎡,南,,1200元/月,高楼层,9层,"https://image1.ljcdn.com/110000-inspection/e1699de6-1d5d-4465-b27e-91155a592e3d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2104079178755211264.html
湛江,整租,恒大外滩花园,4室2厅2卫,赤坎区,调顺片区,133.00㎡,东,新上 精装 双卫生间 随时看房,3000元/月,低楼层,29层,"https://image1.ljcdn.com/110000-inspection/ab5fb1d0-2ef5-405f-b613-ae9cf2d48dc3.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127793514648436736.html
湛江,整租,华邦玥珑湾一期,3室2厅2卫,赤坎区,调顺片区,100.00㎡,东南,新上 精装 双卫生间,2300元/月,高楼层,27层,"https://image1.ljcdn.com/110000-inspection/03b7459b-2862-4000-ab98-0755555f9056.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128146970278100992.html
湛江,整租,碧桂园海湾城,3室2厅2卫,赤坎区,调顺片区,101.00㎡,东南,精装 双卫生间 随时看房,1500元/月,高楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_kvQeJZPRZ_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2110308278138306560.html
湛江,整租,华邦玥珑湾二期,3室2厅2卫,赤坎区,调顺片区,108.60㎡,南,精装 双卫生间 随时看房,1600元/月,中楼层,32层,"https://image1.ljcdn.com/110000-inspection/pc1_vCpwiQRpI_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2116399723559518208.html
湛江,整租,碧桂园海湾城,3室2厅2卫,赤坎区,调顺片区,106.00㎡,东南,新上 精装 双卫生间,1800元/月,低楼层,32层,"https://image1.ljcdn.com/110000-inspection/4074b83d-d22b-4766-897f-3268489be32a.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128319347515457536.html
湛江,整租,恒大外滩花园,1室1厅1卫,赤坎区,调顺片区,48.00㎡,东南,新上 精装,1400元/月,中楼层,19层,"https://image1.ljcdn.com/110000-inspection/pc1_0AeBaqW8S_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128353071766437888.html
湛江,整租,飞鹏万荟世界铂悦,3室1厅1卫,赤坎区,金城片区,100.00㎡,东南,新上 精装,2500元/月,中楼层,31层,"https://image1.ljcdn.com/110000-inspection/764ebc2a-85e0-43c0-923e-606398076368.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2129145089094582272.html
湛江,整租,海棠路54号,4室2厅1卫,赤坎区,百园片区,140.00㎡,东南,,1100元/月,中楼层,10层,"https://image1.ljcdn.com/110000-inspection/ffd8b624-1fa7-460a-bf00-5c3b0b71f3fd.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2115421229513965568.html
湛江,整租,侨联宿舍,3室2厅1卫,赤坎区,百园片区,133.00㎡,东,精装,800元/月,高楼层,7层,"https://image1.ljcdn.com/110000-inspection/a89b3712-a01c-4ea0-9a15-0b943056ec2d.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1731874454243377152.html
湛江,整租,海棠二横路8号,4室2厅1卫,赤坎区,百园片区,120.00㎡,南,,800元/月,高楼层,5层,"https://image1.ljcdn.com/110000-inspection/pc1_mfhCoku6W_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG1989998606660141056.html
湛江,整租,海景路35号,2室2厅1卫,霞山区,海滨片区,78.36㎡,南,新上 精装 随时看房,1200元/月,中楼层,9层,"https://image1.ljcdn.com/110000-inspection/pc1_UBaANQI1J.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127332697322815488.html
湛江,整租,渔业水产,3室2厅1卫,霞山区,海滨片区,85.00㎡,南,新上,1000元/月,中楼层,6层,"https://image1.ljcdn.com/110000-inspection/45a8aee8-4bef-46c4-b881-84c674f03293.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127982145682014208.html
湛江,整租,万达广场,1室1厅1卫,霞山区,万达片区,62.00㎡,南,精装,850元/月,高楼层,50层,"https://image1.ljcdn.com/110000-inspection/833a021c-9be3-401d-95cb-4985be253fdf.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2118288673387577344.html
湛江,整租,万达广场,2室1厅1卫,霞山区,万达片区,92.00㎡,北,精装 随时看房,1500元/月,低楼层,50层,"https://image1.ljcdn.com/110000-inspection/2bf1fcb6-757b-4ada-ba36-6a4551ebda50.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2084131546519830528.html
湛江,整租,中澳时代广场,4室2厅2卫,霞山区,万达片区,116.00㎡,南,新上 精装 双卫生间,3500元/月,高楼层,30层,"https://image1.ljcdn.com/110000-inspection/aab99195-ffc5-4aae-b364-021cefdd0d11.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128119639249518592.html
湛江,整租,御景华府,4室2厅2卫,赤坎区,南国热带花园片区,150.00㎡,南,新上 精装 双卫生间,4500元/月,中楼层,36层,"https://image1.ljcdn.com/110000-inspection/a1cc55a8-dc60-4781-a751-18316fc49fc2.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128506778038566912.html
湛江,整租,时代誉峰,2室2厅1卫,霞山区,三帆片区,66.00㎡,东南,新上 精装,2600元/月,低楼层,29层,"https://image1.ljcdn.com/110000-inspection/2cbb06fe-447a-4063-9cf9-f02040b4ce11.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2125788276940865536.html
湛江,整租,恒逸五星公寓,1室0厅1卫,霞山区,三帆片区,50.00㎡,南,新上 精装,1350元/月,中楼层,42层,"https://image1.ljcdn.com/110000-inspection/8edc4cfc-ef77-4ff9-8b54-8be748be0684.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128410167228760064.html
湛江,整租,港城星座,3室2厅1卫,霞山区,三帆片区,110.00㎡,东,精装,2000元/月,中楼层,26层,"https://image1.ljcdn.com/110000-inspection/6241ab80-cc3c-431e-b660-cdc32e5c3191.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2112559696085778432.html
湛江,整租,平乐下园乐苑,2室1厅1卫,霞山区,华都汇片区,80.00㎡,东北,,700元/月,高楼层,6层,"https://image1.ljcdn.com/110000-inspection/a8431068-61d0-4443-aff5-c2aad66449cc.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2036369385144188928.html
湛江,整租,城市尚品大厦,1室0厅1卫,霞山区,华都汇片区,50.00㎡,东南,精装,1100元/月,中楼层,24层,"https://image1.ljcdn.com/110000-inspection/98dcda11-d92b-4985-838d-1a0582c4598c.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2105684314233503744.html
湛江,整租,山海华府,3室2厅2卫,霞山区,华都汇片区,120.00㎡,东南,精装 双卫生间,2700元/月,高楼层,32层,"https://image1.ljcdn.com/110000-inspection/73cc6dd1-af5e-482f-b7b9-f10c37b97b10.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2017561614584119296.html
湛江,整租,京仕佰公馆,1室1厅1卫,霞山区,华都汇片区,45.00㎡,东南,新上 精装 随时看房,1400元/月,低楼层,26层,"https://image1.ljcdn.com/110000-inspection/pc1_LQ8FIMHom_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2127318647201333248.html
湛江,整租,华邦玥珑湾一期,3室2厅2卫,赤坎区,调顺片区,98.37㎡,南,精装 双卫生间 随时看房,1380元/月,中楼层,32层,"https://image1.ljcdn.com/110000-inspection/438c333d273644325cf725606fed1848-089.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2122648626416058368.html
湛江,整租,恒大外滩花园,3室2厅2卫,赤坎区,调顺片区,108.00㎡,东南,新上 精装 双卫生间,2500元/月,高楼层,21层,"https://image1.ljcdn.com/110000-inspection/faabadb784e523973686b1ebf608585d-093.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2128554620350365696.html
湛江,整租,农机厂宿舍(麻章区),3室2厅1卫,麻章区,麻章区,101.71㎡,东南,精装 随时看房,600元/月,中楼层,8层,"https://image1.ljcdn.com/110000-inspection/pc1_YArBSY75N_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2089940324460789760.html
湛江,整租,剑麻集团宿舍,3室2厅1卫,麻章区,麻章区,100.00㎡,南,精装 随时看房,900元/月,中楼层,7层,"https://image1.ljcdn.com/110000-inspection/pc1_o5MgrP419_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2051549370792280064.html
湛江,整租,蓝天宿舍,3室1厅1卫,麻章区,麻章区,97.00㎡,东,精装,900元/月,低楼层,6层,"https://image1.ljcdn.com/110000-inspection/pc1_k6dfPRFB6_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2098655307537317888.html
湛江,整租,瑞云中路38号,2室1厅1卫,麻章区,麻章区,80.00㎡,东南,,600元/月,低楼层,8层,"https://image1.ljcdn.com/110000-inspection/b4c5df07-9df7-48ef-87b2-101a2bcd9e48.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2110651821440630784.html
湛江,整租,农机厂宿舍(麻章区),3室2厅1卫,麻章区,麻章区,101.71㎡,东南,精装 随时看房,600元/月,中楼层,8层,"https://image1.ljcdn.com/110000-inspection/3798ca7b15b2e316e9e737057f72d7ee-050.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2089940371315359744.html
湛江,整租,南亚郦都一期,3室2厅2卫,麻章区,麻章区,126.06㎡,南,精装 双卫生间 随时看房,1200元/月,低楼层,11层,"https://image1.ljcdn.com/110000-inspection/pc1_hwJwXN6qC_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",,https://zhanjiang.lianjia.com/zufang/ZHANJIANG2011389247663112192.html
